,Name,PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,F2,PEPOCH,DM,DIST,W50,W10,S400,S1400,SPINDX,PSRTYPE,NGLT
1406,J1748-2446L,J1748-2446L,17:48:04.8,-24:46:45,53203.00,445.493830,*,*,53203.00,237.74,5.50,*,*,*,*,*,*,*
1407,J1748-2446M,J1748-2446M,17:48:04.8,-24:46:45,53203.00,280.145788,*,*,53203.00,238.65,5.50,*,*,*,*,*,*,*
1408,J1748-2446N,J1748-2446N,17:48:04.8,-24:46:45,53203.00,115.381509,*,*,53203.00,238.47,5.50,*,*,*,*,*,*,*
1409,J1748-2446O,J1748-2446O,17:48:04.8,-24:46:45,53203.00,596.434514,*,*,53203.00,236.38,5.50,*,*,*,*,*,*,*
1410,J1748-2446P,J1748-2446P,17:48:04.8,-24:46:45,53203.00,578.496141,*,*,53203.00,238.79,4.41,*,*,*,*,*,*,*
1411,J1748-2446Q,J1748-2446Q,17:48:04.8,-24:46:45,53203.00,355.618777,*,*,53203.00,234.50,5.50,*,*,*,*,*,*,*
1412,J1748-2446R,J1748-2446R,17:48:04.8,-24:46:45,53203.00,198.864879,*,*,53203.00,237.60,5.50,*,*,*,*,*,*,*
1413,J1748-2446S,J1748-2446S,17:48:04.8,-24:46:45,53203.00,163.488451,*,*,53203.00,236.26,5.50,*,*,*,*,*,*,*
1414,J1748-2446T,J1748-2446T,17:48:04.8,-24:46:45,53203.00,141.145053,*,*,53203.00,237.70,5.50,*,*,*,*,*,*,*
1415,J1748-2446U,J1748-2446U,17:48:04.8,-24:46:45,53203.00,304.030841,*,*,53203.00,235.50,5.50,*,*,*,*,*,*,*
1416,J1748-2446V,J1748-2446V,17:48:04.8,-24:46:45,53203.00,482.506719,*,*,53203.00,239.11,5.50,*,*,*,*,*,*,*
1417,J1748-2446W,J1748-2446W,17:48:04.8,-24:46:45,53203.00,237.801949,*,*,53203.00,239.14,5.50,*,*,*,*,*,*,*
1418,J1748-2446X,J1748-2446X,17:48:04.8,-24:46:45,53203.00,333.415576,*,*,53203.00,240.03,5.50,*,*,*,*,*,*,*
1419,J1748-2446Y,J1748-2446Y,17:48:04.8,-24:46:45,53203.00,488.243106,*,*,53203.00,239.11,5.50,*,*,*,*,*,*,*
1420,J1748-2446Z,J1748-2446Z,17:48:04.8,-24:46:45,*,406.076529,*,*,*,238.85,5.50,*,*,*,*,*,*,*
1421,J1748-30,J1748-30,17:48,-30:17,*,2.612776,*,*,*,584.00,11.09,25.500,79.400,*,0.16,*,*,*
1422,J1748-3009,J1748-3009,17:48:23.7,-30:09:12.2,51495.10,103.260203,*,*,51495.10,420.20,5.96,*,*,*,1.40,*,*,*
1423,J1749-2347,J1749-2347,17:49:15.6,-23:47:17,52055.00,1.143529,-3.169e-15,*,52055.00,344.00,6.10,9.100,*,*,0.13,*,*,*
1424,J1749-2629,J1749-2629,17:49:11.2,-26:29:10,51495.00,0.748846,-9.620e-16,*,51495.00,409.00,5.28,46.400,*,*,0.70,*,*,*
1425,B1746-30,J1749-3002,17:49:13.4,-30:02:35,50279.00,1.639684,-2.116e-14,-3.500e-26,50279.00,509.40,9.05,45.000,88.000,12.70,3.70,-1.00,*,*
1426,J1749-4931,J1749-4931,17:49:23.7,-49:31:59,55000.00,2.243046,-2.968e-15,*,55000.00,53.00,1.80,*,*,*,*,*,*,*
1427,B1745-56,J1749-5605,17:49:44.5,-56:05:19,43558.85,0.750576,-1.194e-15,*,43558.85,58.00,2.66,18.000,65.000,3.00,*,*,*,*
1428,J1750-2043,J1750-2043,17:50:18.4,-20:43:08,52923.00,0.177335,-2.500e-16,*,52923.00,239.00,5.69,360.000,*,*,0.24,*,*,*
1429,J1750-2438,J1750-2438,17:50:59.7,-24:38:58,51491.00,1.402930,-2.125e-14,*,51491.00,476.00,7.15,9.600,19.000,*,0.50,*,*,*
1430,J1750-2444,J1750-2444,17:50:22.9,-24:44:47,51835.00,1.111881,-3.260e-16,*,51835.00,331.00,5.03,32.000,*,*,0.27,*,*,*
1431,J1750-2536,J1750-2536,17:50:33.3,-25:36:43,50593.80,28.777763,*,*,50593.80,178.40,3.51,*,*,*,0.40,*,*,*
1432,J1750-28,J1750-28,17:50:04.0,-28:45,56783.00,0.768927,-3.417e-15,*,56783.00,388.00,5.19,16.800,35.100,*,0.09,*,*,*
1433,B1747-31,J1750-3157,17:50:47.3,-31:57:44.1,50271.00,1.098463,-2.371e-16,-4.200e-28,50271.00,206.34,4.43,10.000,84.000,*,1.20,-1.20,*,*
1434,J1750-3503,J1750-3503,17:50:44.5,-35:03:08.9,48735.00,1.461959,-8.143e-17,*,48735.00,189.35,5.07,67.000,185.000,29.00,0.79,*,*,*
1435,J1750-3703A,J1750-3703A,17:50:13.8,-37:03:10.9,54000.00,8.960506,-4.545e-16,*,54000.00,233.82,13.80,*,*,*,*,*,*,*
1436,J1750-3703B,J1750-3703B,17:50:12.1,-37:03:22.9,54000.00,164.621462,-5.200e-16,*,54000.00,234.39,13.80,*,*,*,*,*,*,*
1437,J1750-3703C,J1750-3703C,17:50:13.4,-37:03:05.5,54000.00,37.638304,1.411e-15,*,54000.00,230.67,13.80,*,*,*,*,*,*,*
1438,J1750-3703D,J1750-3703D,17:50:13.0,-37:03:06.3,54000.00,194.554922,-1.865e-14,*,54000.00,230.09,13.80,*,*,*,*,*,*,*
1439,J1751-2516,J1751-2516,17:51:52.6,-25:16:43,51383.00,2.532699,-1.696e-14,-3.700e-24,51383.00,556.00,7.46,27.300,*,*,0.22,*,*,*
1440,J1751-2857,J1751-2857,17:51:32.6,-28:57:46.5,52560.00,255.436115,-7.347e-16,*,52560.00,42.81,1.44,*,*,*,0.06,*,*,*
1441,J1751-3323,J1751-3323,17:51:32.7,-33:23:39.6,53750.00,1.824062,-2.938e-14,*,54500.00,296.70,9.27,8.400,32.000,*,1.30,-0.32,*,2
1442,B1747-46,J1751-4657,17:51:42.2,-46:57:24.8,46943.00,1.347069,-2.343e-15,*,46800.00,20.40,1.03,17.000,29.000,70.00,10.00,*,*,*
1443,J1752+2359,J1752+2359,17:52:35.4,+23:59:48.2,51952.00,2.444684,-3.841e-15,*,51952.00,36.00,2.70,4.000,11.000,3.50,*,*,*,*
1444,J1752-2410,J1752-2410,17:52:58.7,-24:10:26,51865.00,5.234596,-1.693e-14,*,51865.00,508.30,7.42,7.100,*,*,0.47,*,*,*
1445,B1749-28,J1752-2806,17:52:58.6,-28:06:37.3,46483.00,1.777596,-2.569e-14,1.300e-26,46483.00,50.37,0.20,9.100,15.000,1100.00,18.00,-2.70,*,*
1446,J1752-2821,J1752-2821,17:52:24.5,-28:21:10,50974.00,1.561940,-8.460e-15,*,50974.00,516.30,7.62,11.500,20.000,*,0.32,*,*,*
1447,J1753-12,J1753-12,17:52:53,-12:59,*,2.466371,*,*,*,73.20,2.17,*,*,*,*,*,RRAT,*
1448,J1753-1914,J1753-1914,17:53:35.1,-19:14:58,53150.00,15.884390,-5.100e-16,*,53150.00,105.30,2.77,11.000,*,*,0.13,*,*,*
1449,J1753-2240,J1753-2240,17:53:39.8,-22:40:42,54275.02,10.511068,-1.072e-16,*,54275.02,158.60,3.46,3.000,8.600,*,0.15,*,*,*
1450,B1750-24,J1753-2501,17:53:30.6,-25:00:25,49613.00,1.892733,-5.057e-14,-6.200e-26,49613.00,672.00,10.18,57.000,93.200,*,2.30,-1.00,*,*
1451,J1753-38,J1753-38,17:53,-38:49,55305.00,1.499691,*,*,55305.00,168.00,6.99,*,*,*,*,*,RRAT,*
1452,J1754-2422,J1754-2422,17:54:36.5,-24:22:24,55310.00,0.478412,-1.900e-16,*,55310.00,738.00,11.43,*,*,*,*,*,*,*
1453,J1754-30,J1754-30,17:54:16,-30:11,55025.00,0.757295,*,*,55025.00,293.00,5.47,16.000,*,*,*,*,RRAT,*
1454,J1754-3443,J1754-3443,17:54:37.3,-34:43:53.9,52260.00,2.764794,-4.366e-15,*,52260.00,187.70,5.60,12.000,21.000,*,0.49,*,*,*
1455,J1754-3510,J1754-3510,17:54:54.6,-35:10:43.0,53097.00,2.546448,-5.068e-15,*,53097.00,82.30,2.24,4.100,13.000,*,0.47,*,*,*
1456,B1753+52,J1754+5201,17:54:22.9,+52:01:12.3,49666.00,0.418166,-2.735e-16,-5.200e-28,49666.00,35.35,3.56,11.400,129.400,4.90,1.60,-1.00,*,*
1457,J1755-0903,J1755-0903,17:55:10.3,-09:03:51.6,55536.00,5.243573,-2.147e-14,*,55536.00,63.70,2.16,*,*,*,*,*,*,*
1458,J1755-1650,J1755-1650,17:55:11.6,-16:50:41,53165.00,1.362872,-1.274e-15,*,53165.00,159.90,4.27,12.000,*,*,0.13,*,*,*
1459,J1755-2025,J1755-2025,17:55:35.8,-20:25:00,54268.10,3.103362,-4.258e-14,*,54268.10,364.30,8.64,6.000,*,*,0.18,*,*,*
1460,J1755-25,J1755-25,17:55:36,-25:53,56922.00,3.172629,*,*,56922.00,751.00,11.04,11.700,25.700,*,0.14,*,*,*
1461,J1755-2521,J1755-2521,17:55:59.7,-25:21:27,51586.00,0.850363,-6.522e-14,3.200e-23,51586.00,252.00,4.12,13.400,33.000,*,0.70,*,*,*
1462,J1755-25211,J1755-25211,17:55:19.3,-25:21:09,51908.00,0.995508,-3.093e-14,*,51908.00,835.00,11.52,20.000,*,*,0.17,*,*,*
1463,J1755-2534,J1755-2534,17:55:49.8,-25:34:39,52188.00,4.281910,-2.055e-13,*,52188.00,590.00,7.22,15.000,*,*,0.17,*,*,*
1464,J1755-26,J1755-26,17:55:16.2,-26:00,56827.00,2.320874,-6.615e-14,*,56827.00,405.00,5.17,16.300,25.700,*,0.14,*,*,*
1465,J1755-2725,J1755-2725,17:55:41.8,-27:25:45,51492.00,3.817454,-2.000e-16,*,51492.00,115.00,2.83,23.800,*,*,0.50,*,*,*
1466,J1755-33,J1755-33,17:55:12,-33:31,52080.60,1.042246,*,*,52080.60,266.50,9.66,*,*,*,0.20,*,*,*
1467,J1755-3716,J1755-3716,17:55:35.4,-37:16:10.7,55958.80,78.210119,-1.900e-16,*,55958.80,167.60,6.38,3.900,*,*,0.53,*,*,*
1468,J1756+18,J1756+18,17:56:00,+18:19,*,1.344086,*,*,*,77.00,5.09,16.000,*,0.70,*,*,*,*
1469,J1756-2225,J1756-2225,17:56:25.5,-22:25:48,52360.00,2.469256,-3.213e-13,*,52360.00,326.00,5.02,19.000,*,*,0.25,*,*,*
1470,J1756-2251,J1756-2251,17:56:46.6,-22:51:59.3,53563.00,35.135073,-1.256e-15,*,53563.00,121.20,0.73,0.780,1.600,*,0.60,*,*,*
1471,B1753-24,J1756-2435,17:56:57.9,-24:35:34,49613.00,1.491469,-6.334e-16,-1.500e-28,49613.00,367.10,4.96,25.000,39.000,8.40,2.00,-1.00,*,*
1472,J1756-25,J1756-25,17:56:42,-25:28,*,1.168243,*,*,*,706.00,10.39,25.400,38.000,*,0.20,*,*,*
1473,J1756-2619,J1756-2619,17:57:19.3,-26:19:08,54223.20,1.380236,-2.358e-15,*,54223.20,534.00,7.74,18.000,*,*,0.10,*,*,*
1474,J1757-15,J1757-15,17:57:24,-15:03:18,*,5.574136,*,*,*,150.00,4.19,*,*,*,*,*,*,*
1475,J1757-2223,J1757-2223,17:57:50.7,-22:23:49,51495.00,5.396360,-2.277e-14,*,51495.00,239.30,4.11,2.300,5.000,*,1.10,*,*,*
1476,B1754-24,J1757-2421,17:57:29.3,-24:22:07.4,49909.00,4.271668,-2.357e-13,1.490e-25,49909.00,179.45,3.51,15.000,24.000,20.00,3.90,-1.10,*,*
1477,J1757-27,J1757-27,17:57:54.7,-27:45,56778.00,56.538014,-6.713e-16,*,56778.00,334.00,5.42,0.490,0.880,*,0.07,*,*,*
1478,J1757-5322,J1757-5322,17:57:15.1,-53:22:26.3,51570.00,112.740064,-3.343e-16,*,51570.00,30.82,1.36,0.430,2.300,*,*,*,*,*
1479,J1758-1931,J1758-1931,17:58:05.6,-19:31:41,52353.00,1.443936,-3.527e-14,*,52353.00,207.00,4.23,21.000,*,*,0.38,*,*,*
1480,J1758-2206,J1758-2206,17:58:44.4,-22:06:45,51495.00,2.324077,-5.166e-15,*,51495.00,678.00,11.38,16.600,*,*,0.41,*,*,*
1481,J1758-2540,J1758-2540,17:58:31.9,-25:40:49,50975.00,0.474549,-3.500e-16,*,50975.00,218.20,3.85,120.000,*,*,0.65,*,*,*
1482,J1758-2630,J1758-2630,17:58:34.2,-26:30:10,51244.00,0.831329,-3.570e-15,*,51244.00,328.00,4.99,15.600,*,*,0.41,*,*,*
1483,J1758-2846,J1758-2846,17:58:15.4,-28:46:02,53253.00,1.304280,-1.600e-16,*,53253.00,66.60,1.71,4.400,30.000,*,0.20,*,*,*
1484,J1758+3030,J1758+3030,17:58:25.8,+30:30:24.0,49800.00,1.055681,-8.024e-16,*,49800.00,34.90,2.67,27.000,*,8.90,*,*,*,*
1485,J1759-1029,J1759-1029,17:59:34.3,-10:29:57,55348.00,0.398048,-2.494e-15,*,55348.00,110.00,3.77,*,*,*,*,*,*,*
1486,J1759-1736,J1759-1736,17:59:28.1,-17:36:10,53156.00,1.252424,-4.000e-16,*,53156.00,206.00,4.75,19.000,*,*,0.12,*,*,*
1487,J1759-1903,J1759-1903,17:59:41.7,-19:03:19,52003.00,1.367044,-5.730e-15,*,52003.00,467.00,13.30,34.000,*,*,0.16,*,*,*
1488,J1759-1940,J1759-1940,17:59:57.0,-19:40:29,51491.00,3.925874,-1.440e-15,*,51491.00,302.70,5.24,19.600,*,*,0.90,*,*,*
1489,J1759-1956,J1759-1956,17:59:35.4,-19:56:08,51495.00,0.351693,-2.297e-15,*,51495.00,236.40,4.44,37.900,*,*,0.41,*,*,*
1490,B1756-22,J1759-2205,17:59:24.1,-22:05:33.0,49721.00,2.169319,-5.117e-14,-2.570e-25,49721.00,177.16,3.54,3.900,11.000,20.00,1.30,-1.60,*,*
1491,J1759-2302,J1759-2302,17:59:49.2,-23:02:08,51115.00,1.233475,-1.635e-14,*,51115.00,889.00,11.88,61.500,*,*,1.30,*,*,*
1492,J1759-2307,J1759-2307,17:59:30.9,-23:07:17,51110.00,1.789265,-1.204e-14,*,51110.00,812.60,11.20,22.400,52.000,*,0.70,*,*,*
1493,J1759-24,J1759-24,17:59:24,-24:02,*,0.685994,*,*,*,772.00,10.78,72.300,159.000,*,0.50,*,*,*
1494,J1759-2549,J1759-2549,17:59:35.1,-25:49:07,51380.00,1.045425,-1.088e-13,*,51380.00,431.00,5.94,15.600,*,*,0.60,*,*,*
1495,J1759-2922,J1759-2922,17:59:48.2,-29:22:07,50856.00,1.740946,-1.403e-14,8.700e-27,50856.00,79.42,1.92,10.000,20.000,13.00,0.56,*,*,*
1496,J1759-3107,J1759-3107,17:59:22.0,-31:07:21.5,52608.00,0.926824,-3.238e-15,*,52608.00,128.60,3.36,16.000,27.000,*,0.91,*,*,*
1497,J1800-0125,J1800-0125,18:00:22.0,-01:25:30.6,52820.00,1.276837,-1.881e-14,*,52820.00,50.00,2.24,*,*,*,0.14,*,*,*
1498,J1800-2114,J1800-2114,18:00:12.3,-21:14:19,52360.00,0.555780,-1.700e-16,*,52360.00,641.00,11.18,90.000,*,*,0.30,*,*,*
1499,B1757-23,J1800-2343,18:00,-23:43,*,0.970101,*,*,*,280.00,4.38,*,*,4.00,*,*,*,*
1500,J1800+50,J1800+50,18:01,+50:28,*,1.729015,*,*,*,23.00,1.47,*,*,23.50,*,*,*,*
1501,B1758-03,J1801-0357,18:01:22.6,-03:57:55.0,49930.00,1.085198,-3.898e-15,-3.200e-26,49930.00,120.37,7.13,11.400,26.800,17.00,0.70,-2.60,*,1
1502,J1801-0857A,J1801-0857A,18:01:50.6,-08:57:31.8,54400.00,139.360885,9.965e-15,*,54400.00,182.56,7.20,*,*,*,0.04,*,*,*
1503,J1801-0857B,J1801-0857B,18:01:50.5,-08:57:32.8,54400.00,34.528494,-2.612e-15,*,54400.00,182.39,7.20,*,*,*,0.01,*,*,*
1504,J1801-0857C,J1801-0857C,18:01:50.7,-08:57:32.7,54400.00,267.472675,4.650e-15,*,54400.00,182.26,7.20,*,*,*,0.01,*,*,*
1505,J1801-0857D,J1801-0857D,18:01:55.3,-08:57:24.3,54400.00,236.600598,-3.863e-16,*,54400.00,174.71,7.20,*,*,*,*,*,*,*
1506,J1801-1417,J1801-1417,18:01:51.0,-14:17:34.5,53156.00,275.854713,-4.040e-16,*,53156.00,57.21,1.80,0.420,*,*,0.17,*,*,*
1507,J1801-1855,J1801-1855,18:01:22.3,-18:55:49,51495.00,0.392080,-2.800e-17,*,51495.00,484.00,11.91,41.900,*,*,0.47,*,*,*
1508,J1801-1909,J1801-1909,18:01:46.6,-19:09:36,51491.00,0.901937,-5.720e-16,*,51491.00,264.00,4.81,40.000,*,*,0.50,*,*,*
1509,J1801-2115,J1801-2115,18:01:32.4,-21:15:18,51887.00,2.282515,-8.100e-17,*,51887.00,778.80,12.26,47.000,*,*,0.19,*,*,*
1510,J1801-2154,J1801-2154,18:01:08.3,-21:54:32,51895.00,2.664557,-1.136e-13,*,51895.00,387.90,5.16,9.600,*,*,0.18,*,*,*
1511,B1758-23,J1801-2304,18:01:19.8,-23:04:44.2,54000.00,2.404846,-6.531e-13,1.120e-24,54000.00,1073.90,4.00,88.000,265.000,*,2.20,*,*,9
1512,B1757-24,J1801-2451,18:01:00.0,-24:51:27.5,53348.00,8.004854,-8.196e-12,4.010e-22,52503.00,289.00,4.61,9.600,*,7.80,0.85,*,*,5
1513,B1758-29,J1801-2920,18:01:46.8,-29:20:38.6,50549.00,0.924293,-2.813e-15,-1.860e-26,50549.00,125.61,3.27,52.000,63.000,*,1.80,*,*,*
1514,J1801-3210,J1801-3210,18:01:25.8,-32:10:53.7,55001.90,134.163639,8.000e-19,*,55001.90,177.71,5.08,0.620,2.500,*,0.32,*,*,*
1515,J1801-3458,J1801-3458,18:01:52.6,-34:58:37,53112.00,0.721707,-2.070e-16,*,53112.00,146.00,4.96,48.000,*,*,0.11,*,*,*
1516,J1802+0128,J1802+0128,18:02:27.4,+01:28:23.7,51650.00,1.804202,-6.865e-15,*,51650.00,97.97,8.79,6.300,*,*,*,*,*,*
1517,J1802+03,J1802+03,18:02:44,+03:38,56362.00,1.505344,*,*,56362.00,77.00,5.12,*,*,*,*,*,*,*
1518,J1802-05,J1802-05,18:02:12,-05:23:53,*,0.594884,*,*,*,130.00,6.82,*,*,*,*,*,*,*
1519,J1802-1745,J1802-1745,18:02:14.8,-17:45:17,51719.00,1.942987,-2.130e-15,*,51719.00,264.20,5.22,8.800,*,*,0.21,*,*,*
1520,J1802-2124,J1802-2124,18:02:05.3,-21:24:03.6,53453.00,79.066424,-4.536e-16,-1.040e-25,53453.00,149.63,3.33,0.370,0.740,*,0.77,*,*,*
1521,J1802-2426,J1802-2426,18:02:03.1,-24:26:43,51495.00,1.757447,-2.645e-14,*,51495.00,711.00,12.13,22.200,*,*,0.60,*,*,*
1522,J1802-3346,J1802-3346,18:02:55.2,-33:46:45,54894.00,0.406330,-2.179e-16,*,54894.00,217.00,10.24,*,*,*,*,*,*,*
1523,J1803-1616,J1803-1616,18:03:34.6,-16:16:30,51991.00,1.863600,-6.152e-15,*,51991.00,388.10,12.90,19.000,*,*,0.16,*,*,*
1524,J1803-1857,J1803-1857,18:03:59.0,-18:57:19,51491.00,0.349121,-1.849e-15,*,51491.00,392.00,5.88,25.600,43.000,*,0.40,*,*,*
1525,J1803-1920,J1803-1920,18:03:29.4,-19:20:41,51843.00,2.254035,-1.675e-15,*,51843.00,436.10,6.46,12.000,*,*,0.27,*,*,*
1526,B1800-21,J1803-2137,18:03:51.4,-21:37:07.3,51544.00,7.481283,-7.520e-12,2.079e-22,53900.00,233.99,4.40,14.000,43.000,23.00,7.60,-0.10,HE,5
1527,J1803-2149,J1803-2149,18:03:09.6,-21:49:13,55225.00,9.404498,-1.726e-12,*,55225.00,*,*,*,*,*,*,*,NRAD,*
1528,B1800-27,J1803-2712,18:03:31.6,-27:12:06,50261.00,2.990293,-1.530e-16,2.100e-27,50261.00,165.50,3.62,18.000,32.000,3.40,1.00,*,*,*
1529,J1803-30,J1803-30,18:03:34.1,-30:02:02,*,140.825236,*,*,*,192.00,7.80,*,*,*,*,*,*,*
1530,J1803-3002B,J1803-3002B,18:03:34.1,-30:02:02,*,227.427792,*,*,*,192.60,7.80,*,*,*,*,*,*,*
1531,J1803-3002C,J1803-3002C,18:03:34.1,-30:02:02,*,171.232877,*,*,*,194.50,7.80,*,*,*,*,*,*,*
1532,J1803-3329,J1803-3329,18:03:44.4,-33:29:10.7,55152.00,1.578751,-8.405e-16,*,55152.00,170.90,6.01,*,*,*,*,*,*,*
1533,B1802-07,J1804-0735,18:04:49.8,-07:35:24.6,50337.00,43.288441,-8.753e-16,3.300e-27,50337.00,186.32,7.80,3.700,*,3.10,1.00,-1.40,*,*
1534,J1804-2228,J1804-2228,18:04:28.1,-22:28:18,51414.00,1.752816,-4.400e-16,*,51414.00,424.00,5.33,27.300,*,*,0.20,*,*,*
1535,J1804-2717,J1804-2717,18:04:21.1,-27:17:31.2,51041.00,107.031651,-4.684e-16,-5.900e-28,51041.00,24.67,1.17,1.550,5.900,15.00,0.40,-2.90,*,*
1536,J1804-28,J1804-28,18:04:48,-28:07,51973.70,0.785539,*,*,51973.70,203.50,4.80,*,*,*,0.40,*,*,*
1537,B1802+03,J1805+0306,18:05:10.1,+03:06:30.2,49946.00,4.572232,-2.089e-14,1.700e-26,49946.00,80.86,5.00,*,*,5.00,*,*,*,*
1538,J1805-0619,J1805-0619,18:05:31.4,-06:19:45.4,51650.00,2.199491,-4.688e-15,*,51650.00,146.22,6.69,16.000,29.000,*,*,*,*,*
1539,J1805-1504,J1805-1504,18:05:06.1,-15:04:36,53035.00,0.846547,-1.960e-16,*,53035.00,225.00,5.30,235.000,*,*,2.20,*,*,*
1540,J1805-2032,J1805-2032,18:05:37.0,-20:32:51,51149.00,2.464453,-5.098e-14,*,51149.00,932.30,11.87,26.300,*,*,0.70,*,*,*
1541,J1805-2037,J1805-2037,18:05:28.1,-20:37:16,51388.00,2.794805,-1.371e-14,*,51388.00,708.10,9.26,13.200,*,*,0.34,*,*,*
1542,J1805-2447,J1805-2447,18:05:25.9,-24:47:30,51936.00,1.511940,-1.330e-17,*,51936.00,269.00,4.79,11.000,22.000,*,0.27,*,*,*
1543,J1805-2948,J1805-2948,18:05:42.4,-29:48:00,55137.00,2.334589,-2.583e-15,*,55137.00,167.90,4.61,*,*,*,*,*,*,*
1544,J1806+1023,J1806+1023,18:06:52.1,+10:23:18.3,53000.00,2.064894,-2.441e-16,*,53000.00,52.03,3.27,9.000,*,*,*,*,*,*
1545,B1804-12,J1806-1154,18:06:06.7,-11:54:28.7,50134.00,1.913442,-5.158e-15,8.400e-27,50134.00,122.41,3.56,32.000,41.000,4.00,2.60,*,*,*
1546,J1806-1618,J1806-1618,18:06:25.7,-16:18:38,51843.00,1.496313,-1.930e-15,*,51843.00,319.00,6.36,34.000,*,*,0.22,*,*,*
1547,J1806-1920,J1806-1920,18:06:06.6,-19:20:23,51271.00,1.136634,-2.200e-17,4.700e-24,51271.00,683.00,10.16,400.000,*,*,1.90,*,*,*
1548,J1806-2125,J1806-2125,18:06:19.5,-21:25:40,51894.00,2.075596,-5.230e-13,6.200e-22,51894.00,750.40,10.02,26.400,55.000,*,1.10,*,*,1
1549,J1807+04,J1807+04,18:07:25,+04:05,56496.00,1.251721,*,*,56496.00,53.00,2.66,*,*,*,*,*,*,*
1550,J1807+0756,J1807+0756,18:07:51.2,+07:56:43.3,53064.00,2.153778,-6.003e-16,*,53064.00,89.29,7.66,18.200,27.300,2.16,*,*,*,*
1551,B1804-08,J1807-0847,18:07:38.0,-08:47:43.2,48244.00,6.107714,-1.074e-15,-4.790e-27,48244.00,112.38,1.50,8.900,13.000,65.00,15.00,-0.70,*,*
1552,J1807-2459A,J1807-2459A,18:07:20.3,-24:59:52.9,50851.90,326.856263,4.632e-16,*,55243.00,134.00,2.79,0.330,*,*,1.10,*,*,*
1553,J1807-2459B,J1807-2459B,18:07:20.8,-25:00:01.9,54881.35,238.881431,-4.698e-15,*,54881.35,137.15,2.79,*,*,*,*,*,*,*
1554,J1807-2557,J1807-2557,18:07:13.6,-25:57:20,54984.00,0.361769,-6.536e-16,*,54984.00,385.00,11.21,4.000,*,*,*,*,RRAT,*
1555,B1804-27,J1807-2715,18:07:08.4,-27:15:03.0,49891.00,1.208056,-1.776e-14,-8.200e-26,49891.00,312.98,9.63,14.000,30.600,25.00,0.91,-3.00,*,*
1556,J1808+00,J1808+00,18:08:19,+00:34,*,2.352305,*,*,*,141.00,10.31,*,*,*,*,*,*,*
1557,J1808-0813,J1808-0813,18:08:09.4,-08:13:01.8,50862.00,1.141495,-1.616e-15,2.000e-27,50862.00,151.27,5.18,24.000,40.000,28.00,1.80,*,*,*
1558,J1808-1020,J1808-1020,18:08:45.6,-10:20:48.3,53035.00,1.675061,-2.167e-15,*,53035.00,225.30,8.50,7.800,*,*,0.23,*,*,*
1559,J1808-1517,J1808-1517,18:08:39.0,-15:17:40,55105.40,1.836381,-8.994e-15,*,55105.40,205.00,4.16,21.800,*,*,0.35,*,*,*
1560,J1808-1726,J1808-1726,18:08:42.3,-17:26:27,53108.00,4.148783,-2.000e-16,*,53108.00,536.00,8.57,66.000,*,*,0.39,*,*,*
1561,J1808-2024,J1808-2024,18:08:39.3,-20:24:39.8,53254.00,0.132347,-9.616e-12,-1.780e-20,53254.00,*,13.00,*,*,*,*,*,"AXP,NRAD",*
1562,B1805-20,J1808-2057,18:08:06.3,-20:58:08,49612.00,1.088838,-2.024e-14,7.870e-26,49612.00,606.80,7.35,76.000,84.500,*,2.60,*,*,*
1563,J1808-2701,J1808-2701,18:08:13.2,-27:01:21,53112.00,0.406854,-1.089e-14,*,53112.00,95.00,2.45,*,*,*,0.15,*,*,*
1564,J1808-3249,J1808-3249,18:08:04.4,-32:49:34,51500.00,2.740385,-5.294e-14,*,51500.00,147.37,5.06,14.000,21.000,*,*,*,*,*
1565,J1809-0119,J1809-0119,18:09:51.3,-01:19:29.0,55254.00,1.342324,-4.126e-15,*,55254.00,140.00,10.59,*,*,*,*,*,*,2
1566,J1809-0743,J1809-0743,18:09:35.9,-07:43:01.4,51650.00,3.185873,-1.544e-15,*,51650.00,240.70,17.82,12.000,*,*,0.29,*,*,*
1567,J1809-1429,J1809-1429,18:09:45.5,-14:29:25.0,51495.00,1.116962,-6.537e-15,*,51495.00,411.30,12.01,11.000,27.000,*,0.60,*,*,*
1568,J1809-1850,J1809-1850,18:09:37.2,-18:50:55,51871.00,0.889299,-8.363e-15,*,51871.00,598.00,7.06,55.000,*,*,0.20,*,*,*
1569,J1809-1917,J1809-1917,18:09:43.1,-19:17:38.1,51506.00,12.085047,-3.729e-12,3.220e-23,51506.00,197.10,3.71,18.000,26.000,*,2.50,*,*,1
1570,J1809-1943,J1809-1943,18:09:51.0,-19:43:51.9,54000.00,0.180494,-2.530e-13,*,54000.00,178.00,3.60,150.000,*,*,4.50,*,"AXP,HE",*
1571,J1809-2004,J1809-2004,18:09:15.8,-20:04:12,51719.00,2.299848,-3.850e-14,*,51719.00,867.10,10.91,46.300,*,*,0.90,*,*,1
1572,B1806-21,J1809-2109,18:09:14.3,-21:09:02.9,49612.00,1.423663,-7.746e-15,-2.400e-27,49612.00,381.91,5.20,13.000,*,*,0.84,-2.10,*,*
1573,J1809-2332,J1809-2332,18:09:50.2,-23:32:22.6,55770.00,6.812521,-1.597e-12,*,54935.00,*,*,*,*,*,*,*,NRAD,*
