0 -9.2009189e-23
0.032498594 -1.5919588e-22
0.064997187 -2.0267803e-22
0.097495781 -2.0981148e-22
0.12999437 -1.9186113e-22
0.16249297 -1.9486484e-22
0.19499156 -1.945801e-22
0.22749016 -1.945848e-22
0.25998875 -1.9458948e-22
0.29248734 -1.9459409e-22
0.32498594 -1.9459855e-22
0.35748453 -1.9460298e-22
0.38998312 -1.9460729e-22
0.42248172 -1.9461155e-22
0.45498031 -1.9461565e-22
0.4874789 -1.9461973e-22
0.5199775 -1.9462369e-22
0.55247609 -1.9462757e-22
0.58497468 -1.9463131e-22
0.61747328 -1.9463496e-22
0.64997187 -1.9463844e-22
0.68247047 -1.9464194e-22
0.71496906 -1.9464527e-22
0.74746765 -1.9464852e-22
0.77996625 -1.9465177e-22
0.81246484 -1.9465478e-22
0.84496343 -1.9465757e-22
0.87746203 -1.9466052e-22
0.90996062 -1.9466367e-22
0.94245921 -1.9466693e-22
0.97495781 -1.9467007e-22
1.0074564 -1.9467294e-22
1.039955 -1.9467541e-22
1.0724536 -1.9467763e-22
1.1049522 -1.9468025e-22
1.1374508 -1.9468232e-22
1.1699494 -1.9468355e-22
1.202448 -1.9468424e-22
1.2349466 -1.9468475e-22
1.2674451 -1.9468575e-22
1.2999437 -1.9468722e-22
1.3324423 -1.9468909e-22
1.3649409 -1.9469045e-22
1.3974395 -1.946917e-22
1.4299381 -1.9469278e-22
1.4624367 -1.9469377e-22
1.4949353 -1.946947e-22
1.5274339 -1.946955e-22
1.5599325 -1.9469627e-22
1.5924311 -1.946968e-22
1.6249297 -1.9469725e-22
1.6574283 -1.9469766e-22
1.6899269 -1.9469799e-22
1.7224255 -1.9469828e-22
1.7549241 -1.9469843e-22
1.7874226 -1.9469853e-22
1.8199212 -1.9469851e-22
1.8524198 -1.9469844e-22
1.8849184 -1.946982e-22
1.917417 -1.9469795e-22
1.9499156 -1.9469746e-22
1.9824142 -1.9469678e-22
2.0149128 -1.9469642e-22
2.0474114 -1.9469659e-22
2.07991 -1.9469718e-22
2.1124086 -1.9469758e-22
2.1449072 -1.9469746e-22
2.1774058 -1.9469661e-22
2.2099044 -1.9469546e-22
2.242403 -1.9469448e-22
2.2749016 -1.946934e-22
2.3074001 -1.9469221e-22
2.3398987 -1.9469092e-22
2.3723973 -1.9468939e-22
2.4048959 -1.9468783e-22
2.4373945 -1.9468607e-22
2.4698931 -1.9468428e-22
2.5023917 -1.9468243e-22
2.5348903 -1.9468042e-22
2.5673889 -1.9467847e-22
2.5998875 -1.9467631e-22
2.6323861 -1.9467385e-22
2.6648847 -1.9467099e-22
2.6973833 -1.9466783e-22
2.7298819 -1.9466462e-22
2.7623805 -1.9466171e-22
2.794879 -1.9465877e-22
2.8273776 -1.9465591e-22
2.8598762 -1.9465292e-22
2.8923748 -1.9464972e-22
2.9248734 -1.9464653e-22
2.957372 -1.9464321e-22
2.9898706 -1.9463987e-22
3.0223692 -1.9463643e-22
3.0548678 -1.9463284e-22
3.0873664 -1.9462924e-22
3.119865 -1.9462548e-22
3.1523636 -1.9462161e-22
3.1848622 -1.9461761e-22
3.2173608 -1.9461348e-22
3.2498594 -1.9460953e-22
3.282358 -1.9460537e-22
3.3148565 -1.9460113e-22
3.3473551 -1.9459695e-22
3.3798537 -1.9459295e-22
3.4123523 -1.9458894e-22
3.4448509 -1.9458471e-22
3.4773495 -1.9458016e-22
3.5098481 -1.9457517e-22
3.5423467 -1.9457015e-22
3.5748453 -1.945651e-22
3.6073439 -1.945599e-22
3.6398425 -1.9455464e-22
3.6723411 -1.9454913e-22
3.7048397 -1.9454368e-22
3.7373383 -1.9453807e-22
3.7698369 -1.945324e-22
3.8023354 -1.9452667e-22
3.834834 -1.9452111e-22
3.8673326 -1.9451526e-22
3.8998312 -1.9450922e-22
3.9323298 -1.9450298e-22
3.9648284 -1.9449651e-22
3.997327 -1.9449006e-22
4.0298256 -1.9448364e-22
4.0623242 -1.9447749e-22
4.0948228 -1.9447077e-22
4.1273214 -1.9446403e-22
4.15982 -1.9445719e-22
4.1923186 -1.944503e-22
4.2248172 -1.944433e-22
4.2573158 -1.9443612e-22
4.2898144 -1.9442897e-22
4.3223129 -1.9442169e-22
4.3548115 -1.9441425e-22
4.3873101 -1.9440677e-22
4.4198087 -1.9439918e-22
4.4523073 -1.9439153e-22
4.4848059 -1.9438383e-22
4.5173045 -1.9437591e-22
4.5498031 -1.9436796e-22
4.5823017 -1.9435988e-22
4.6148003 -1.9435177e-22
4.6472989 -1.9434344e-22
4.6797975 -1.9433498e-22
4.7122961 -1.9432645e-22
4.7447947 -1.9431784e-22
4.7772933 -1.9430916e-22
4.8097918 -1.9430034e-22
4.8422904 -1.9429155e-22
4.874789 -1.9428262e-22
4.9072876 -1.9427354e-22
4.9397862 -1.9426442e-22
4.9722848 -1.9425515e-22
5.0047834 -1.942458e-22
5.037282 -1.9423642e-22
5.0697806 -1.9422693e-22
5.1022792 -1.9421724e-22
5.1347778 -1.9420726e-22
5.1672764 -1.9419713e-22
5.199775 -1.9418662e-22
5.2322736 -1.9417626e-22
5.2647722 -1.9416592e-22
5.2972708 -1.9415567e-22
5.3297693 -1.9414552e-22
5.3622679 -1.9413546e-22
5.3947665 -1.941255e-22
5.4272651 -1.9411524e-22
5.4597637 -1.9410523e-22
5.4922623 -1.9409476e-22
5.5247609 -1.9408412e-22
5.5572595 -1.9407311e-22
5.5897581 -1.9406215e-22
5.6222567 -1.9405106e-22
5.6547553 -1.9403972e-22
5.6872539 -1.9402833e-22
5.7197525 -1.9401686e-22
5.7522511 -1.9400533e-22
5.7847497 -1.9399364e-22
5.8172483 -1.9398192e-22
5.8497468 -1.9397008e-22
5.8822454 -1.9395816e-22
5.914744 -1.9394607e-22
5.9472426 -1.939339e-22
5.9797412 -1.9392153e-22
6.0122398 -1.9390919e-22
6.0447384 -1.9389669e-22
6.077237 -1.9388413e-22
6.1097356 -1.9387138e-22
6.1422342 -1.9385845e-22
6.1747328 -1.9384538e-22
6.2072314 -1.9383225e-22
6.23973 -1.9381906e-22
6.2722286 -1.9380583e-22
6.3047272 -1.9379264e-22
6.3372257 -1.937793e-22
6.3697243 -1.9376577e-22
6.4022229 -1.9375233e-22
6.4347215 -1.9373871e-22
6.4672201 -1.9372497e-22
6.4997187 -1.9371102e-22
6.5322173 -1.9369706e-22
6.5647159 -1.9368291e-22
6.5972145 -1.9366877e-22
6.6297131 -1.9365454e-22
6.6622117 -1.9364024e-22
6.6947103 -1.9362576e-22
6.7272089 -1.9361124e-22
6.7597075 -1.9359669e-22
6.7922061 -1.935821e-22
6.8247047 -1.9356752e-22
6.8572032 -1.9355293e-22
6.8897018 -1.935382e-22
6.9222004 -1.9352327e-22
6.954699 -1.9350826e-22
6.9871976 -1.9349322e-22
7.0196962 -1.9347797e-22
7.0521948 -1.9346259e-22
7.0846934 -1.9344694e-22
7.117192 -1.9343119e-22
7.1496906 -1.9341526e-22
